rank,word,reading_kana,reading_romaji,part_of_speech,meaning,labels,example_1,example_2,example_3
353,お土産,おみやげ,omiyage,Noun,souvenir,jlpt_n4,"がないと分かると、子どもたちはあからさまにがっかりした。

I returned home early from my business trip to see my children, but they were clearly disappointed when they found out that I had no presents for them.","までいただいてしまった。

When I went to visit the home of my senior colleague from my company, I was treated to a feast and even received a gift.","彼は辛党だからお土産にはワインがいいだろう

He's a drinker, so wine would probably be good for a souvenir."
354,おもちゃ,,omocha,Noun,toy,jlpt_n4,"なだめていた。

At a toy store, a father was trying his best to soothe his crying child who was begging him to buy her a new toy.","だ。

For my father, a carpenter by trade, building a wooden toy box is a piece of cake.","ことにしている。

I provided my children with a special container for their toys, and encourage them to put toys away in that container on their own when they are finished playing with them."
355,思い出す,おもいだす,omoidasu,"Verb, Godan verb, Transitive verb",to remember,jlpt_n4,"していると、中学生の時につけていた日記が出てきた。読み返すと昔のことが

While I was giving a thorough cleaning, I found a diary which I had kept when I was in junior high school. Reading it over, I reminisced about the old days.","でドライブした。父が好きだったジャズのスタンダードナンバーの

When I was a child, my father and I used to drive together. I still recall those days when I listened to his favorite standard jazz numbers.","締め切りの必修科目のレポートが提出できなければ、単位を落としてダブってしまうかもしれない。

If I fail to submit the paper for the required course that is due tomorrow, I may lose credits and be forced to repeat a year."
356,表,おもて,omote,Noun,the front,jlpt_n4,"発する素朴な意表突かれた

The simple question posed by the child caught me off guard.","を発表した。

Fifteen human rights organizations issued a joint statement calling for the elimination of racial discrimination.","で、多くの短編を発表した。

Akutagawa Ryūnosuke published many short stories during his ephemeral 35-years of life."
357,オートバイ,,ootobai,"Noun, Katakana",motorcycle,jlpt_n4,"彼女は自転車はもちろんのことオートバイにものれる

She can ride a motorcycle, not to mention a bicycle.","彼女は自転車にはもちろんオートバイにも乗れない

She cannot ride a motorcycle, not to mention a bicycle.","彼女はオートバイに上手に乗る

She rides a motorcycle well."
358,お礼,おれい,orei,Noun,thanks,jlpt_n4,"、本当にありがとうございました。」とファンに

The marathon runner who won the championship after setting a record expressed appreciation to his fans in an interview by saying, “Thank you so much to everyone who supported me.”","木村来月

“I heard that Mr. Kimura is going to leave the company at the end of next month.” “Really!?”","お世話になった全ての方々にお礼の言葉を述べたいと思います

I'd like to say a word of thanks to all those gentlemen and ladies whose care I have been in."
359,折れる,おれる,oreru,"Verb, Ichidan verb, Intransitive verb",to break; to be broken,jlpt_n4,"しまった。

When I tried to put the flowers in the vase, I was too rough and the stems snapped.","をさすのはあきらめた。

I tried to walk with an umbrella in the heavy rain caused by the typhoon, but the strong winds quickly broke the umbrella apart, so I gave up using it right away.","だった。

I went back home to the countryside during the consecutive holidays and helped my grandparents pick tea; picking fresh tea leaves by hand turned out to be more arduous than I had expected."
360,下りる,おりる,oriru,"Verb, Ichidan verb, Intransitive verb",to get off,jlpt_n4,"車は丘を走り下りた

The car ran down the hill.","暖かい軽い空気は山越えすると上空に上昇し地上には下りてこないことなど風は地形によって変わります

When warm, light, air crosses mountains it rises into the upper atmosphere and does not fall back to the ground. In this, and other, ways wind changes with the terrain.","坂を下りるときに彼女のおんぼろ自転車はキーキー音を立てた

Her old bike squeaked as she rode down the hill."
361,折る,おる,oru,"Verb, Godan verb, Transitive verb",to break or to fold,jlpt_n4,"折り紙角角仕上がる

Origami sheets can be neatly folded when the corners and edges are perfectly aligned.","歩いている。

The lovers are walking, snuggling up to each other, showing their affection.","らしい。

It seems that a traffic accident occurred yesterday at the intersection in front of the company building. A pedestrian was seriously injured, breaking a bone in his leg."
362,押し入れ,おしいれ,oshiire,Noun,closet,jlpt_n4,"彼女が押し入れの中を覗き込んだ時彼がドアを閉め彼女を真っ暗な押し入れに閉じ込めてしまったのでした

When she looked, he shut the door and locked her into the totally dark closet.","彼は昔押し入れの中には珍しい生き物が住んでいると彼女に嘘をついたのでした

He once lied and told her a rare creature lived in her closet.","私は押入れに閉じ込められるのがこわかった

I was afraid of being put into a closet."
