japanese_expression,english_meaning,grammar_structure,labels,notes,example_1,example_2,example_3,example_4,example_5
途中で/途中に(tochuu de / tochuu ni),on the way; in the middle of ~,"Meaning 意味 on the way; in the middle of ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 Verb (dictionary form) 途中で 途中に Noun + の Related Kanji 漢字 N3 Kanji: 途 (to, michi) Meaning: route, way, road N5 Kanji: 中 (chuu, naka) inside, center",jlpt_n3,,"ごはんを食べている途中に電話がかかってきた。
gohan o tabete iru tochuu ni denwa ga kakkate kita
The phone rang when I was in the middle of eating (dinner).","私は駅から学校に行く途中で先生に会った。
watashi wa eki kara gakkou ni iku tochuu de sensei ni atta.
I saw my teacher on the way to school from the station.","彼女はテーブルまで行く途中で転んでしまった。
kanojo wa teeburu made iku tochuu de koronde shimatta.
She fell over on her way to the table.","彼は帰宅途中で事故があった。
Kare wa kitaku tochuu de jiko ga atta
He had an accident on his way home.","学校に来る途中で、財布を忘れたのは気づいた。
gakkou ni kuru tochuu de, saifu o wasureta no ni kizuita.
I noticed that I forgot my wallet on my way to school."
ところで(tokoro de),by the way ~,"Meaning 意味 by the way ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese conjunctions , ところ expressions
How to use 使い方 ところで new topic",jlpt_n3,,"ところで、今どこにいるの？
tokoro de, ima doko ni iru no?
By the way, where are you now?","ところで大阪に行ったことある？
tokoro de oosaka ni itta koto aru?
By the way, have you ever been to Osaka?","もうすぐ卒業ですね。ところで、就職はどうしますか。
mousugu sotsugyou desune. tokoro de, shuushoku wa dou shimasuka?
You're about to graduate, right? By the way, what are you doing for job hunting?","もうすぐ、今年も終わりですね。ところで、お正月はどうなさいますか。
mousugu, kotoshi mo owari desune. tokoro de, oshougatsu wa dou nasai masuka?
This year will be over soon. By the way, do you have any plans for the new year?","明日は日本語能力試験の日ですね。頑張ってください！ところで、来週の月曜日は空いてる。
ashita wa nihongo nouryoku shiken no hi desune. ganbatte kudasai! tokoro de, raishuu no getsuyoubi wa aiteru?
Tomorrow is the JLPT, right? Good luck! By the way, are you free next Monday?"
とおりに(toori ni),in the same way as; in the way; as ~,"Meaning 意味 in the same way as; in the way; as ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 Verb (dictionary form) とおりに Verb (casual past) Noun どおりに のとおりに",jlpt_n3,,"彼は言われたとおりにした。
kare wa iwareta toori ni shita.
He did as he was told.","彼は時間どおりにやって来た。
kare wa jikan doori ni yatte kita.
He arrived on time.","すべてはスケジュールどおりに進んでいる。
subete wa sukejuuru doori ni susundeiru.
Everything is going according to schedule.","じゃあ、先生が書くとおりに、一緒に漢字を書いてください。
jaa, sensei ga kaku toori ni, isshoni kanji o kaite kudasai.
Let's get started, please write the kanji character together as the teacher draws it.","先生が言ったとおり、試験が難しかった。
sensei ga itta toori, shiken ga muzukashikatta.
The exam was difficult, just as the teacher said it would be."
通す(toosu),to do until the end; to continually do; through ~,"Meaning 意味 to do until the end; to continually do; through ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: stem form grammar
How to use 使い方 Verb (ます stem) ます 通す とおす Related Kanji 漢字 N4 Kanji: 通 (tsuu, tooru) traffic",jlpt_n3,,"やると決めたことは最後までやり通すべきだ。
yaru to kimeta koto wa saigo made yari toosu beki da.
When you decide to do something, you should see it through to the end.","終電を出てしまったので、１時間かけて家まで歩き通した。
shuuden o dete shimatta node, 1 jikan kakete ie made aruki tooshita.
The last train left, so I walked home for an hour.","50メートル以上前方を見通すことが難しかった。
50メートルいじょうぜんぽうをみとおすことがむずかしかった。
50 meetoru ijou zenpou o mitoosu koto ga muzukashikatta.","ひと晩飲み通しに飲んだ。
hitoban nomitooshi ni nonda.
We kept drinking all night.","こんな長い小説は一日で読み通せない。
konna nagai shousetsu wa ichinichi de yomi toosenai.
You can't read such a long novel in a day."
として(toshite),as; in the role of ~,"Meaning 意味 as; in the role of ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese particles
How to use 使い方 Noun として",jlpt_n3,,"彼は教師として働いている。
kare wa kyoushi toshite hataraiteiru.
He has been working as a teacher.","僕の友人としては君ばかりだ。
boku no yuujin toshite aw kimi bakari da.
You are the only friend I have.","ナイフとして用いられている。
naifu toshite mochi irareteiru.
It can be used as a knife.","彼女は、歌手として最近活躍しています。
kanojo wa, kashu toshite saikin katsuyaku shite imasu.
She is active as a singer lately.","私は留学生として日本に来ました。
watashi wa ryuugakusei toshite nihon ni kimashita.
I came to Japan as a study abroad student."
とても～ない(totemo~nai),cannot possibly be; hardly ~,"Meaning 意味 cannot possibly be; hardly ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: ～ない , Japanese adverbs
How to use 使い方 とても Verb (ない form)",jlpt_n3,,"そんなこと、私にはとても出来ない。
sonna koto, watashi niwa totemo dekinai.
There's no way I could do something like that.","この本の漢字は難しいので私にはとても読めない。
kono hon no kanji wa muzukashii no de watashi ni wa totemo yomenai.
The kanji in this book is difficult so I can barely read it.","20万円の携帯電話など、とても買えない。
20まんえんのけいたいでんわなど、とてもかえない。
20 man en no keitai denwa nado, totemo kaenai.","彼女がせっかく作ってくれたから、甘いものが嫌いなんて、とても言えない。
kanojo ga sekkaku tsukutte kureta kara, amai mono ga kirai nante, totemo ienai.
Since she went through the trouble of making it for me, I couldn't possibly tell her I don't like sweets.","一度にこんなにたくさんの単語はとても覚えられません。
ichido ni konna ni takusan no tango wa totemo oboerare masen.
I could not possibly memorize so much vocabulary at once."
とは限らない(towa kagiranai),not necessarily so; is not always true,"Meaning 意味 not necessarily so; is not always true
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: ～ない , Japanese particles
How to use 使い方 Verb (casual) とは限らない Noun + だ な-adjective + だ い-adjective",jlpt_n3,,"先生の答えがいつも正しいとは限りません。
sensei no kotae ga itsumo tadashii towa kagirimasen.
The teacher's answers are not always correct.","こういう音楽は誰でも好きだとは限らない。
kouiu ongaku wa dare demo suki da towa kagiranai.
This sort of music is not necessarily liked by everyone.","お金持ちになれば、必ず幸せになるとは限りません。
okanemochi ni nareba, kanarazu shiawase ni naru towa kagirimasen.
Becoming rich doesn't necessarily make you happy.","いい大学を卒業したから、いい会社に入れるとは限らない。
ii daigaku o sotsugyou shita kara, ii kaisha ni haireru towa kagiranai.
Just because you graduated from a good university doesn't mean you'll be able to get into a good company.","無料のほうがいいとは限らない。無料のものは質が低いものが多いです。
muryou no hou ga ii towa kagiranai. muryou no mono wa shitsu ga hikui mono ga ooi desu.
The free option is not always necessary the best option. Often free items are of low quality."
つい(tsui),accidentally; unintentionally; by mistake,"Meaning 意味 accidentally; unintentionally; by mistake
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 つい clause (often てしまう form)",jlpt_n3,,"料理がおいしくてつい食べ過ぎた。
ryouri ga oishikute tsui tabe sugita.
The food was so good that I ate too much.","彼女の前でつい他の女の子がかわいいって言ってしまった。
kanojo no mae de tsui hoka no onnano ko ga kawaii tte itte shimatta.
Without thinking, I said some other girl was cute right in front of my girlfriend.","11時まで勉強すると決めたばかりのに、彼は30分後つい寝てしまった。
11じまでべんきょうするときめたばかりのに、かれは30ぷんごついねてしまった。
11 ji made benkyou suru to kimeta bakari no ni, kare wa 30 pun go tsui nete shimatta.","ゲームをつい夢中になってしまって、宿題ができなかった。
geemu o tsui muchuu ni natte shimatte, shukudai ga dekinakatta.
I became so absorbed in the game that I couldn't do my homework.","ダイエット中だが、ケーキを見てつい食べてしまった。
daiettochuu da ga, keeki o mite tsui tabete shimatta.
Although I'm in the middle of a diet, I saw a cake and ended up eating it.."
ついでに(tsuide ni),"while, incidentally, at the same time, on the way ~","Meaning 意味 while, incidentally, at the same time, on the way ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 Verb (dictionary form) ついでに Verb (た form) Noun + の",jlpt_n3,,"買い物のついでに、本屋に寄りました。
kaimono no tsuide ni, honya ni yorimashita.
I stopped by a book store while shopping.","コンビニに行くなら、ついでにお茶も買ってきてくれない？
konbini in iku nara, tsuide ni ocha mo katte kurenai?
If you're already going to the convenience store, could you please also buy me some tea?","仕事へ行くついでに駅まで送ってあげるよ。
shigoto e iku tsuide ni eki made okutte ageru yo.
I'll give you a lift to the station on my way to work.","出かけるの？それならついでにゴミを出してくれる？
dekakeru no? sore nara tsuide ni gomi o dashite kureru?
Are you heading out? If so, could you please also take out the garbage when you go?","引っ越しのついでに、新しい家具を買いたいです。
hikkoshi no tsuide ni, atarashii kagu o kaitai desu.
While I am moving, I want to buy some new furniture."
つもりだった(tsumori datta),I thought I~; I believe I~; was planning to~; was intending to ~,"Meaning 意味 I thought I~; I believe I~; was planning to~; was intending to ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Verb (ている form) つもりだった つもりなのに Verb (た form) Noun + の",jlpt_n3,,"言ったつもりだった。
itta tsumori datta.
I thought I said it.","私はそのメールを送ったつもりだった。
watashi wa sono meeru o okutta tsumori datta.
I'm sure I sent that email.","コーヒーを注文したつもりだった。
koohii o chuumon shita tsumori datta.
I'm sure I ordered a coffee..","それは予約したつもりだった。
sore wa yoyaku shita tsumori datta.
I thought I had made the reservation.","名前を書いたつもりだったが、書いていなかったようだ。
namae o kaita tsumori datta ga, kaite inakatta you da.
I thought I wrote my name down, but apparently I did not."
うちに(uchi ni),while; before ~,"Meaning 意味 while; before ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Verb (casual form) うちに Noun + の な-adjective + な い-adjective",jlpt_n3,,"明るいうちに、帰りましょう。
akarui uchi ni, kaerimashou.
Let's head home while it's still light outside.","忘すれないうちに、メモをしておこう。
wasurenai uchi ni, memo o shite okou.
Let's write a memo before you forget.","これはまだ温かいうちに早く食べてください。
kore wa mada atatakai uchi ni hayaku tabete kudasai.
Please eat this while it is still warm.","桜がきれいなうちにお花見に行きましょう。
sakura ga kireina uchini ohanami ni ikimashou.
Let's go and watch the Sakura cherry blossoms while they are beautiful.","両親が元気なうちに旅行に連れていきたい。
ryoushin ga genkina uchini ryokou ni tsureteikitai.
I want to take my parents on a trip while they are still energetic."
上で(ue de),upon; after; when; for; in order to,"Meaning 意味 upon; after; when; for; in order to
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Verb (dictionary form) 上で Verb (た form) Noun + の Related Kanji 漢字 N5 Kanji: 上 (ue, kami, jou) above, up",jlpt_n3,,"外国語を勉強する上で辞書はなくてはならないものだ。
gaikokugo o benkyousuru uede jisho wa nakutewa naranai monoda.
In order to study a foreign language, you need to have a dictionary.","仕事をする上で大切なのは、周りとのコミュニケーションです。
shigoto o suru ue de taisetsu na no wa, mawari to no komyunikeeshon desu.
In order to do one's job, what's important is communication with those around you.","この薬は説明書をよく読んだ上で、ご使用ください。
kono kusuri wa setsumeisho o yoku yonda ue de, go shiyou kudasai.
Please use this medicine after reading the instructions carefully.","実物を見た上で買うかどうか決めるつもりだ。
jitsubutsu o mita uede kauka douka kimeru tsumorida.
Once I see the real thing in person, I will decide whether to buy or not.","留学の件は家族と相談した上でご返事いたします。
ryuugaku no ken wa kazoku to soudan shita ue de go henji itashimasu.
Regarding the study abroad, once you consult with your family I will give my answer."
上に(ue ni),as well; besides; in addition to; not only… but also ~,"Meaning 意味 as well; besides; in addition to; not only… but also ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Verb (casual) 上(に) Noun + の な-adjective + な い-adjective Related Kanji 漢字 N5 Kanji: 上 (ue, kami, jou) above, up",jlpt_n3,,"今日は曇っている上に風が強いので、とても寒く感じられる。
kyou wa kumotteiru ue ni kaze ga tsuyoi node, totemo samuku kanjirareru.
Today in addition to being cloudy, the wind is strong and so it feels very cold.","この店の料理はおいしい。その上、値段も安いのでいつもお客さんが多い。
kono mise no ryouri wa oishii. sono ue, nedan mo yasui no de itsumo okyakusan ga ooi.
This restaurant's food is delicious. In addition, the prices are cheap so there are always a lot of customers.","このパソコンは安い上に、機能も多いので、最近とても売れている。
kono pasokon wa yasui ue ni, kinou mo ooi no de, saikin totemo urete iru.
This computer is not only cheap, but it has a lot of functionality, so lately it has been selling very well.","この手続きは、面倒な上に時間もかかるので、皆がいやがっている。
kono tetsuduki wa, mendou na ue ni jikan mo kakaru no de, minaga iyagatte iru.
This procedure is troublesome and time consuming so everyone hates it.","この町は、地下鉄が通った上に、デパートもできて、便利になった。
kono machi wa, chikatetsu ga tootta ue ni, depaato mo dekite, benri ni natta.
This town has become convenient now is connected by subway and in addition has built some department stores."
は別として(wa betsu toshite),aside from; apart from; except for; whether or not ~,"Meaning 意味 aside from; apart from; except for; whether or not ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese particles
How to use 使い方 Noun は別として はべつとして Verb (casual) + かどうか な-adjective + かどうか い-adjective + かどうか Related Kanji 漢字 N4 Kanji: 別 (betsu, wakeru) separate",jlpt_n3,,"彼女の料理は見た目は別として、味はとても美味しい。
kanojo no ryouri wa mitame wa betsu toshite, aji wa totemo oishii.
Apart from the appearance, her food tastes very good.","天気は別として、それは楽しいピクニックだった。
tenki wa betsu toshite, sore wa tanoshii pikunikku datta.
Apart from the weather, it was a fun picnic.","大雨や大雪の日は別として、私は毎日ランニングをしている。
ooame ya ooyuki no hi wa betsu toshite, watashi wa mainichi ranningu o shiteiru.
Apart from days with heavy rain and heavy snow, I run every day.","野球は別として私はすべてのスポーツが好きだ。
yakyuu wa betsu toshite watashi wa subete no supotsu ga suki da.
I like all sports, aside from baseball.","合格できるかどうかは別として、チャレンジしてみることは大切だ。
goukaku dekiru ka dou ka wa betsu toshite, charenji shite miru koto wa taisetu da.
Regardless of whether or not you can pass, it's important to challenge yourself."
はもちろん(wa mochiron),not to mention; not only ... but also ~,"Meaning 意味 not to mention; not only ... but also ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 Noun はもちろん 2nd clause + も",jlpt_n3,,"彼女は、勉強はもちろん料理もよくできる。
kanojo wa, benkyou wa mochiron ryouri mo yoku dekiru.
Not only is she a good student, but she is also good at cooking.","おすしは日本ではもちろん、海外でも人気がある食べ物だ。
osushi wa nihon de wa mochiron, kaigai demo ninki ga aru tabemono da.
Sushi is of course popular in Japan, but it is a popular food overseas as well.","私の彼は、顔はもちろん性格も完璧。
watashi no kare wa, kao wa mochiron seikaku mo kanpeki.
My boyfriend has a nice face, not to mention a perfect personality.","バニラケーキはもちろん、いちごのケーキも好きですよ。
banira keeki wa mochiron, ichigo no keeki mo suki desu yo.
While I of course like vanilla cake, I also like strawberry cake.","日本語学校では、日本語はもちろん、日本の文化や習慣についても教えている。
nihongo gakkou de wa, nihongo wa mochiron, nihon no bunka ya shuukan ni tsuite mo oshieteiru.
At Japanese language school, they of course teach Japanese, but also Japanese culture and customs."
わけだ(wake da),for that reason; no wonder; as you’d expect; the fact is; so you mean ~,"Meaning 意味 for that reason; no wonder; as you’d expect; the fact is; so you mean ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Verb (casual) わけだ わけです Noun + である な-adjective + な い-adjective",jlpt_n3,,"毎日ギターを弾くから上手に弾けるわけだ。
mainichi gitaa o hiku kara jouzu ni hikeru wake da.
I'm good at playing guitar, because I play every day.","暑いわけだ。気温が36度もある。
atsui wake da. kion ga 36 do mo aru.
No wonder it feels so hot, it's 36 degrees (Celsius) out.","「って、知らないわけ？」
""You mean to say you don't know?""","あんなに食べたら太るわけだ。
annani tabe tara futoru wake da.
Eating like that it's no wonder they'd gain weight.","本当のことを言うと彼はその仕事には向かなかったわけだ。
hontou no koto o iu to kare wa sono shigoto ni wa mukanakatta wake da.
To tell you the truth, he simply was not fit for the job."
わけではない(wake dewa nai),it doesn’t mean that; it is not the case that; I don’t mean that; it is not true that ~,"Meaning 意味 it doesn’t mean that; it is not the case that; I don’t mean that; it is not true that ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: ～ない
How to use 使い方 Verb (casual) わけではない わけじゃない Noun + (だ)という な-adjective + な い-adjective",jlpt_n3,,"料理が作れないわけではないが、忙しいからあまり作らない。
ryouri ga tsukurenai wake dewa nai ga, isogashii kara amari tsukuranai.
It's not that I can't cook. I'm just busy and don't do it that often.","先生は何でも知っているわけではありません。
sensei wa nan demo shitteiru wake dewa arimasen.
It's not like the teacher knows everything.","そんなに遠いわけじゃないんですよ。
sonnani tooi wake janai n desu yo.
It's not that far away..","あの人のことが嫌いなわけではないが、一緒にいるとちょっと疲れる。
ano hito no koto ga kirai na wake dewa nai ga, isshoni iru to chotto tsukareru.
It's not that I hate that person or anything like that. It's just a bit tiring being around them.","親の意見がいつも正しいわけではないが、色々アドバイスはして欲しい。
oya no iken ga itsumo tadashii wake dewa nai ga, iroiro adobaisu wa shite hoshii.
Although it's not like the opinions of parents are always correct, I would like to hear various advice from them."
わけがない(wake ga nai),there is no way that; it is impossible to ~,"Meaning 意味 there is no way that; it is impossible to ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: ～ない
How to use 使い方 Verb (casual, non-past ) わけがない Noun + である な-adjective + な い-adjective",jlpt_n3,,"彼はお金がないですから、家を買えるわけがない。
kare wa okane ga nai desu kara, ie o kaeru wake ga nai.
He has no money, there's no way he can buy a house.","私がそんなものを食べられるわけがない。
watashi ga sonna mono o taberareru wake ga nai.
There's no way I could eat anything like that..","彼がそんな早い時間に起きられるわけがない。いつも寝坊しているんだから。
kare ga sonna hayai jikan ni okirareru wake ga nai. itsumo nebou shite irun da kara.
There's no way he can get up that early.. He is always sleeping in..","こんな高いレストランで毎日、食事できるわけがない。
konna takai resutoran de mainichi, shokuji dekiru wake ga nai.
There's no way I can eat at such an expensive restaurant every day.","全然勉強してないのに、君がJLPT N3に合格するわけがないよ。
zenzen benkyou shite nai noni, kimi ga JLPT N3 ni goukaku suru wake ga nai yo.
You haven't been studying at all, there's no way you'll pass the JLPT N3."
わけにはいかない(wake niwa ikanai),"must not; cannot afford to; must, have no choice but to ~","Meaning 意味 must not; cannot afford to; must, have no choice but to ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: ～ない
How to use 使い方 Verb (casual, non-past) わけにはいかない わけにはいきません Verb (ない form)",jlpt_n3,,"明日はテストがあるから、ゲームをするわけにはいかない。
ashita wa tesuto ga aru kara, geemu o suru wake niwa ikanai.
I have a test tomorrow, so there's no way I can play games right now.","日本の税金は、高くても払わないわけにはいかない。
nihon no zeikin wa, takaku temo harawanai wake niwa ikanai.
Even if Japanese taxes are high, they must be paid.","あとで車を運転するので、今お酒を飲むわけにはいかない。
ato de kuruma o unten suru node, ima osake o nomu wake niwa ikanai.
I will be driving a car later, so I cannot drink any alcohol now.","行くと約束したから、行かないわけにはいきません。
iku to yakusoku shita kara, ikanai wake ni wa ikimasen.
I promised that I’d go, so I have no choice but to go.","あんなに面白そうな映画を、見に行かないわけにはいかない。
anna ni omoshiro sou na eiga o, mi ni ikanai wake niwa ikanai.
That movie looks really interesting, I absolutely need to go and see it!"
割に(wari ni),considering ~; for ~; despite ~,"Meaning 意味 considering ~; for ~; despite ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 Verb (casual form) 割に（は） Noun + の な-adjective い-adjective Related Kanji 漢字 N3 Kanji: 割 (katsu, wari) Meaning: proportion, divide, cut, separate",jlpt_n3,,"彼は年のわりに元気だ。
kare wa toshi no wari ni genki da.
He is in good shape for his age.","このカメラは高いわりに、よく売れる。
kono kamera wa takai wari ni, yoku ureru.
This camera sells unexpectedly well considering the high price.","このコンピューター、中古のわりに高くない？
kono konpyuutaa, chuuko no wari ni takakunai?
Isn't this computer expensive for being used?","今日は休日のわりに人が少ないね。
kyou wa kyuujitsu no wari ni hito ga sukunai ne.
There are unusually few people today considering it's a holiday.","彼女は年の割には若く見える。
kanojo wa toshi no wari ni wa wakaku mieru.
She looks young for her age."
わざと(wazato),on purpose; intentionally ~,"Meaning 意味 on purpose; intentionally ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 わざと action",jlpt_n3,,"彼はわざと間違えた。
kare wa wazato machigaeta.
He made a mistake on purpose.","私は彼がわざとそうしたとは思いません。
watashi wa kare ga wazato sou shita to wa omoimasen.
I don't think that he did that on purpose.","それをわざと壊したのではありません。
sore o wazato kowashita no dewa arimasen.
It's not like I broke that on purpose.","わざとの可能性がある。
wazato no kanousei ga aru.
There is the possibility that it was deliberate.","彼はわざとその質問に答えなかった。
kare wa wazato sono shitsumon ni kotaenakatta.
He didn't answer the question on purpose."
わざわざ(wazawaza),to go to the trouble of; to go out of one's way to ~,"Meaning 意味 to go to the trouble of; to go out of one's way to ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 わざわざ action",jlpt_n3,,"私が困っているとき、彼女はわざわざ助けてくれた。
watashi ga komatte iru toki, kanojo wa wazawaza tasukete kureta.
She went out of her way to help me when I was in trouble.","あなたはわざわざ私の為にそれを買ってくれたのですか？
anata wa wazawaza watashi no tame ni sore o katte kureta no desu ka?
Did you buy that just for me?","わざわざ遠い所から会いにきてくれてありがとう。
wazawaza tooi tokoro kara ai ni kite kurete arigatou.
Thanks for going out of your way to see me from so far away.","彼は忙しいだが、わざわざ市内の観光を案内してくれた。
kare wa isogashii da ga, wazawaza shinai no kankou o annai shite kureta.
He is very busy, but he took some time to show me around the tourist spots in the city.","友達は恋人に会いたいから、わざわざニューヨークへ行った。
tomodachi wa koibito ni aitai kara, wazawaza nyuuyooku e itta.
My friend really wanted to see his girlfriend, so he went all the way to New York."
よりも(yorimo),in comparison to; rather than; more than ~,"Meaning 意味 in comparison to; rather than; more than ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese particles
How to use 使い方 Verb (casual) よりも Noun",jlpt_n3,,"兄は私よりも大きい。
ani wa watashi yorimo ookii.
My older brother is bigger than I am.","量よりも質だ。
ryou yori mo shitsu da.
Quality matters more than quantity.","私は親よりも早く寝ます。
watashi wa oya yorimo hayaku nemasu.
I go to sleep before my parents do.","これまでよりも頑張ります。
kore made yorimo ganbarimasu.
I'll work even harder than I have been until now.","私は海よりも山の方がいい。
watashi wa umi yorimo yama no hou ga ii.
I like mountains more than the ocean."
ようがない(you ga nai),there is no way to; it’s impossible to ~,"Meaning 意味 there is no way to; it’s impossible to ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: ～ない , stem form grammar , よう expressions
How to use 使い方 Verb ます (stem form) ようがない ようもない",jlpt_n3,,"どうにもしようがない。
dou ni mo shiyou ga nai.
Nothing can be done about it.","お礼の申し上げようもない。
orei no moushiage you mo nai.
I cannot thank you enough.","台風で電車もバスも動かないので会社へ行きようがない。
taifuu de densha mo basu mo ugokanai node kaisha e iki you ga nai.
The trains and buses are not operating because of the typhoon so I have no way to get to work.","何とも言いようがないなあ。
nanto mo ii you ga nai naa.
I just don't know what to say.","彼女の住所も電話番号も分からないので、連絡の取りようがない。
kanojo no juusho mo denwabangou mo wakaranai node, renraku no toriyou ga nai.
I don’t have her address or phone number so I have no way to contact her."
ような気がする(you na ki ga suru),have a feeling that; feels like; seems like; think that ~,"Meaning 意味 have a feeling that; feels like; seems like; think that ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: よう expressions
How to use 使い方 Verb (casual) + ような 気がする Noun + のような な-adjective + な い-adjective + ような",jlpt_n3,,"それが本当のような気がする。
sore ga hontou no you na ki ga suru.
I feel that it is true.","分かるような気がする。
wakaru you na ki ga suru.
I think I understand.","今日は、宝くじが当るような気がする。
kyou wa takarakuji ga ataru youna ki ga suru.
I feel like I am going to win the lottery today.","この食べ物を毎日食べると、太るような気がする。
kono tabemono o mainichi taberu to, futoru you na ki ga suru.
I feel like eating this food every day will make me gain weight.","卒業したのはつい昨日のような気がする。
sotsugyou shita no wa tsui kinou no you na ki ga suru.
It seems as if I had graduated only yesterday."
ように(you ni),"in order to, so that ~","Meaning 意味 in order to, so that ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: よう expressions
How to use 使い方 Verb (dictionary form) ように Verb (ない form)",jlpt_n3,,"バスに乗り遅れないように早く出ました。
basu ni noriokurenai you ni hayaku demashita.
I left early so I would not be late for the bus.","先生の話を忘れないように、メモしておきます。
sensei no hanashi o wasurenai youni, memo shite okimasu.
I will take some notes so as to not forget what the teacher said.","単語が覚えられるように、フラッシュカードを作りました。
tango o oboerareru youni, furasshu kaado o tsukuri mashita.
I made some flashcards to help me be able to memorize vocabulary.","皆さんに聞こえるようにもっと大きな声で話してください。
mina san ni kikoeru youni motto ookina koe de hanashite kudasai.
Speak with a louder voice so everyone can hear.","大学に合格出来るように一生懸命勉強しています。
daigaku ni goukaku dekiru youni isshoukenmei benkyou shiteimasu.
I'm studying my absolute hardest so that I can be accepted to university."
ように見える(you ni mieru),to look; to seem; to appear ~,"Meaning 意味 to look; to seem; to appear ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: よう expressions
How to use 使い方 Verb (casual form) ように見える ようにみえる Noun + の な-adjective + な い-adjective",jlpt_n3,,"彼は元気なように見える。
kare wa genki na you ni mieru.
He looks very energetic.","彼は勉強が嫌いなように見える。
kare wa benkyou ga kirai na you ni mieru.
He looks like he hates studying.","彼女は教師のようにみえる。
kanojo wa kyoushi no you ni mieru.
She looks like a teacher.","その子は怖いように見える。
sono ko wa kowai you ni mieru.
That child looks scared.","彼は馬のように見える。
kare wa uma no you ni mieru.
He looks like a horse."
ようとしない(you to shinai),not try to; not make an effort to ~,"Meaning 意味 not try to; not make an effort to ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: ～ない , negative expressions , よう expressions
How to use 使い方 Verb (volitional form) としない",jlpt_n3,,"彼は早く寝ようとしない。
kare wa hayaku neyou to shinai.
He doesn't try to go to bed early.","その子供はどうしても野菜を食べようとしない。
sono kodomo wa doushitemo yasai o tabeyou to shinai.
That kid will not even try to eat vegetables.","彼は自分が間違っていることを認めようとしない。
kare wa jibun ga machigatteiru koto o mitomeyou to shinai.
He refuses to recognize that he's wrong.","彼は自分のことは何も言おうとしない。
kare wa jibun no koto wa nani mo iou to shinai.
He doesn’t talk much about himself.","うちの息子は夢をあきらめようとしない。
uchi no musuko wa yume o akirameyou to shinai.
My son isn’t giving up on his dream."
ようとする(you to suru),try to; attempt to; be about to ~,"Meaning 意味 try to; attempt to; be about to ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: よう expressions
How to use 使い方 Verb (volitional form) とする とした としたら としていた",jlpt_n3,,"ドアを開けようとしたが、鍵がかかっていました。
doa o akeyou to shita ga, kagi ga kakatte imashita.
I tried opening the door, but it was locked.","お風呂に入ろうとしたら、電話が掛かってきた。
ofuro ni hairou to shitara, denwa ga kakatte kita.
Just as I was about to take a bath, the phone rang.","会社からまさに出ようとした時、雨が降ってきた。
kaisha kara masa ni deyou to shita toki, ame ga futte kita.
Right when I was trying to leave work, it started to rain.","電車に乗ろうとしたときにドアが閉まって乗れなかった。
densha ni norou toshita toki ni doa ga shimatte norenakatta.
As I was about to get on the train, the doors suddenly shut and I wasn't able to get on..","シャワーを浴びようとしたが、水が出なかった。
shawaa o abiyou toshita ga, mizu ga denakatta.
I was about to take a shower, but no water would come out."
